CDSCode,NCESDist,County,District,Street,City,Zip,State,Website (Orig),DOC,DOCType,Latitude,Longitude,LastUpdate,Student Count,LEP,IEP,FRL,fetchCount,Twitter Account,Facebook Account,Verified,Comment,Final Website (Redirect or lookup)
1100170000000,691051,Alameda,Alameda County Office of Education,313 West Winton Avenue,Hayward,94544-1136,CA,www.acoe.org,0,County Office of Education (COE),37.658212,-122.09713,6/23/2015,3921,1133,102,2355,66,http://twitter.com/AlamedaCOE,http://www.facebook.com/pages/Alameda-County-Office-of-Education/197753443586794,Trust,,http://www.acoe.org/acoe/
1316090000000,600002,Alameda,California School for the Blind (State Special Schl),500 Walnut Avenue,Fremont,94536-4365,CA,www.csb-cde.ca.gov,31,State Special Schools,37.562576,-121.96563,7/29/2015,72,7,77,69,71,,,Yes,,http://www.csb-cde.ca.gov
1316170000000,600003,Alameda,California School for the Deaf-Fremont (State Special Schl),39350 Gallaudet Drive,Fremont,94538-2308,CA,www.csdeagles.com,31,State Special Schools,37.558956,-121.96551,7/29/2015,404,0,413,401,71,https://twitter.com/csdthat,https://www.facebook.com/CSDTHAT?fref=ts,Trust,,http://www.csdeagles.com
1611190000000,601770,Alameda,Alameda Unified,2060 Challenger Dr,Alameda,94501-1037,CA,www.alameda.k12.ca.us,54,Unified School District,37.782147,-122.27009,6/26/2015,10918,2120,1069,3554,67,https://twitter.com/AUSDNews,,Manual,,http://www.alameda.k12.ca.us
1611270000000,601860,Alameda,Albany City Unified,1051 Monroe Street,Albany,94706-2213,CA,www.ausdk12.org,54,Unified School District,37.884367,-122.2987,6/23/2015,3837,780,379,785,65,https://twitter.com/ausd4kids,https://www.facebook.com/pages/Albany-Unified-School-District/213792788667358?ref=br_tf,Trust,,http://www.ausdk12.org
1611430000000,604740,Alameda,Berkeley Unified,2020 Bonar Street,Berkeley,94702-1793,CA,www.berkeleyschools.net,54,Unified School District,37.869454,-122.28747,6/23/2015,10147,1272,1090,4152,69,,,Yes,,http://www.berkeleyschools.net
1611500000000,607800,Alameda,Castro Valley Unified,4400 Alma Avenue,Castro Valley,94546-0146,CA,www.cv.k12.ca.us,54,Unified School District,37.707693,-122.07038,6/23/2015,9299,917,793,1945,63,https://twitter.com/CastroValleyUSD,,Manual,,http://www.cv.k12.ca.us
1611680000000,612630,Alameda,Emery Unified,1275 - 61st Street,Emeryville,94608-3035,CA,www.emeryusd.k12.ca.us,54,Unified School District,37.842955,-122.28843,7/30/2015,725,107,59,424,58,,,Yes,,https://emeryusd.k12.ca.us/
1611760000000,614400,Alameda,Fremont Unified,4210 Technology Drive,Fremont,94538-6337,CA,www.fremont.k12.ca.us,54,Unified School District,37.5078,-121.95443,9/29/2015,33757,6703,3211,5559,73,https://twitter.com/USDFremont,https://www.facebook.com/pages/Fremont-Usd/1450767218522362,Trust,,http://www.fremont.k12.ca.us/site/default.aspx?PageID=1
1611920000000,616740,Alameda,Hayward Unified,24411 Amador Street,Hayward,94544-1301,CA,www.husd.k12.ca.us,54,Unified School District,37.656838,-122.09337,8/27/2013,22171,6886,2266,15242,41,https://twitter.com/MadeinHayward,,Trust,,http://www.husd.k12.ca.us
1612000000000,622110,Alameda,Livermore Valley Joint Unified,685 East Jack London Boulevard,Livermore,94551-1899,CA,www.livermoreschools.com,54,Unified School District,37.689031,-121.79177,6/23/2015,13603,1945,1683,3006,62,,https://www.facebook.com/LivermoreSchools,Trust,,http://www.livermoreschools.com
1612180000000,626130,Alameda,Mountain House Elementary,3950 Mountain House Road,Byron,94514-1920,CA,www.mtnhouse.k12.ca.us,52,Elementary School District,37.787242,-121.57729,7/29/2015,22,12,2,15,74,,,Yes,,http://www.mtnhouse.k12.ca.us
1612340000000,627060,Alameda,Newark Unified,5715 Musick Avenue,Newark,94560-0385,CA,www.newarkunified.org,54,Unified School District,37.542383,-122.03158,10/9/2015,6281,1564,656,3403,49,,,Yes,,http://www.newarkunified.org
1612420000000,626910,Alameda,New Haven Unified,34200 Alvarado-Niles Road,Union City,94587-4402,CA,www.nhusd.k12.ca.us,54,Unified School District,37.588425,-122.02531,10/9/2015,12582,3051,1237,5967,74,https://twitter.com/signup,http://www.facebook.com/pages/Union-City-CA/New-Haven-Unified-School-District/111020237217,Trust,,http://www.nhusd.k12.ca.us
1612590000000,628050,Alameda,Oakland Unified,"1000 Broadway, Suite 680",Oakland,94607-4099,CA,www.ousd.k12.ca.us,54,Unified School District,37.801965,-122.27236,8/26/2015,47028,14483,5058,35135,72,https://twitter.com/OUSDNews,https://www.facebook.com/ousdnews/,Manual,,http://www.ousd.org/site/default.aspx?PageID=1
1612750000000,630330,Alameda,Piedmont City Unified,760 Magnolia Avenue,Piedmont,94611-4047,CA,www.piedmont.k12.ca.us,54,Unified School District,37.823082,-122.23371,1/21/2016,2639,57,348,0,59,http://twitter.com/piedmontunified,,Trust,,http://www.piedmont.k12.ca.us
1612910000000,634680,Alameda,San Leandro Unified,"835 E. 14th Street, Suite 200",San Leandro,94577-3767,CA,www.sanleandro.k12.ca.us,54,Unified School District,37.728671,-122.15932,12/19/2015,8639,2345,1167,5534,72,https://twitter.com/SLUSD_News,https://www.facebook.com/SLUSD/,Trust,,http://www.sanleandro.k12.ca.us/site/default.aspx?PageID=1
1613090000000,634710,Alameda,San Lorenzo Unified,15510 Usher Street,San Lorenzo,94580-1641,CA,www.slzusd.org,54,Unified School District,37.689222,-122.12875,6/23/2015,12262,3440,1111,8308,58,,,Yes,,http://www.slzusd.org
1740050000000,600084,Alameda,Tri-Valley ROP,1040 Florence Road,Livermore,94550-5543,CA,,98,Regional Occupation Center/Program (ROC/P),37.669154,-121.77428,1/30/2016,‡,–,–,‡,1,,,Manual,,http://www.tvrop.org/
1740130000000,600085,Alameda,Eden Area ROP,26316 Hesperian Boulevard,Hayward,94545,CA,,98,Regional Occupation Center/Program (ROC/P),37.634543,-122.09874,11/3/2015,‡,–,–,‡,74,https://twitter.com/EdenAreaROP,https://www.facebook.com/EdenAreaROP,Manual,,http://edenrop.org/site/default.aspx?PageID=1
1740210000000,600086,Alameda,Mission Valley ROC/P,5019 Stevenson Blvd,Fremont,94538,CA,www.mvrop.org,98,Regional Occupation Center/Program (ROC/P),37.527997,-121.98347,10/29/2015,‡,–,–,‡,70,,,Yes,,http://www.mvrop.org/site/default.aspx?PageID=1
1740390000000,600088,Alameda,East Bay Regional Occupational Agency (ROP),1025 Second Avenue,Oakland,94606,CA,,98,Regional Occupation Center/Program (ROC/P),37.796352,-122.25857,7/2/2013,‡,–,–,‡,#N/A,,,404,,#N/A
1750930000000,600019,Alameda,Dublin Unified,7471 Larkdale Avenue,Dublin,94568-1500,CA,www.dublinusd.org,54,Unified School District,37.716285,-121.93066,12/18/2015,8270,582,590,712,68,,https://www.facebook.com/Dublin-Unified-School-District-240554436611/,Manual,,http://www.dublin.k12.ca.us/site/default.aspx?PageID=1
1751010000000,600020,Alameda,Pleasanton Unified,4665 Bernal Avenue,Pleasanton,94566-7498,CA,www.pleasantonusd.net,54,Unified School District,37.657265,-121.88245,7/9/2015,14724,989,1463,779,61,https://twitter.com/dusd4kids,https://www.facebook.com/pages/Pleasanton-Unified-School-District/1721536888071355,Manual,,http://www.pleasantonusd.net
1751190000000,600021,Alameda,Sunol Glen Unified,11601 Main Street,Sunol,94586-9519,CA,www.sunol.k12.ca.us,54,Unified School District,37.592963,-121.88482,7/2/2013,269,25,12,18,1,,https://www.facebook.com/SunolGlenUSD,Manual,,http://www.sunol.k12.ca.us
2100250000000,691058,Alpine,Alpine County Office of Education,43 Hawkside Drive,Markleeville,96120-9522,CA,www.alpinecoe.k12.ca.us,0,County Office of Education (COE),38.766195,-119.80692,6/23/2015,6,0,0,3,51,,,Yes,,http://alpinecoe.k12.ca.us/
2613330000000,602070,Alpine,Alpine County Unified,43 Hawkside Drive,Markleeville,96120-9522,CA,www.alpinecoe.k12.ca.us,54,Unified School District,38.766195,-119.80692,6/23/2015,84,0,31,50,51,,,Yes,,http://alpinecoe.k12.ca.us/
3100330000000,691001,Amador,Amador County Office of Education,217 Rex Avenue,Jackson,95642-2020,CA,www.amadorcoe.org/,0,County Office of Education (COE),38.352665,-120.77703,6/23/2015,451,10,217,277,62,,http://www.facebook.com/amadorcoe,Trust,,http://www.amadorcoe.org/
3739810000000,602450,Amador,Amador County Unified,217 Rex Avenue,Jackson,95642-2020,CA,www.amadorcoe.org,54,Unified School District,38.352665,-120.77703,3/7/2016,3708,82,373,1522,#N/A,,http://www.facebook.com/amadorcoe,Trust,,http://www.amadorcoe.org
3748560000000,600089,Amador,Amador County ROP,217 Rex Avenue,Jackson,95642,CA,,98,Regional Occupation Center/Program (ROC/P),38.353148,-120.77869,1/30/2016,‡,–,–,‡,#N/A,,,404,,#N/A
4100410000000,691002,Butte,Butte County Office of Education,1859 Bird Street,Oroville,95965-4854,CA,www.bcoe.org,0,County Office of Education (COE),39.512653,-121.55663,6/23/2015,1129,32,296,692,70,http://www.twitter.com/mklucero17,https://www.facebook.com/BCOEartsed,Trust,,http://www.bcoe.org
4613820000000,603780,Butte,Bangor Union Elementary,7549 Oro-Bangor Highway,Bangor,95914-0340,CA,www.bcoe.org/home/districts/bangor,52,Elementary School District,39.390904,-121.4074,6/23/2015,113,4,13,93,#N/A,,,404,,http://www.bcoe.org/home/districts/bangor
4614080000000,605040,Butte,Biggs Unified,300 B Street,Biggs,95917-9732,CA,www.biggs.org,54,Unified School District,39.414988,-121.7038,6/23/2015,524,75,61,377,46,,,Yes,,http://www.biggs.org
4614240000000,608370,Butte,Chico Unified,1163 East Seventh Street,Chico,95928-5903,CA,www.chicousd.org,54,Unified School District,39.73363,-121.82581,8/4/2015,13815,1212,1617,6620,72,https://twitter.com/CUSDPD,http://www.facebook.com/pages/Chico-USD/101962589844142,Trust,,http://www.chicousd.org
4614320000000,611730,Butte,Durham Unified,9420 Putney Drive,Durham,95938-9426,CA,www.durhamunified.org,54,Unified School District,39.646044,-121.80292,6/23/2015,974,101,79,380,44,,,Yes,,http://www.durhamunified.org
4614400000000,613710,Butte,Feather Falls Union Elementary,2651 Lumpkin Road,Oroville,95966-8887,CA,www.bcoe.org/home/districts/featherfalls,52,Elementary School District,39.593033,-121.2521,8/19/2014,41,0,5,28,#N/A,,,Skip,,http://www.bcoe.org/home/districts/featherfalls
4614570000000,615480,Butte,Golden Feather Union Elementary,11679 Nelson Bar Road,Oroville,95965-8033,CA,www.gfusd.org,52,Elementary School District,39.730537,-121.52823,6/23/2015,159,0,25,75,70,,,Yes,,http://www.gfusd.org
4614990000000,623700,Butte,Manzanita Elementary,627 East Evans-Reimer Road,Gridley,95948-9736,CA,www.manzanitaelementaryschool.com,52,Elementary School District,39.334408,-121.65863,8/27/2015,302,36,14,141,74,https://twitter.com/mesdmustangs,https://www.facebook.com/groups/242416765779330/,Trust,,http://www.manzanitaelementaryschool.com
4615070000000,629100,Butte,Oroville City Elementary,2795 Yard Street,Oroville,95966-5113,CA,www.ocesd.org,52,Elementary School District,39.513224,-121.54591,6/23/2015,2587,245,491,1984,74,,https://www.facebook.com/pages/Stanford-Avenue-Elementary/1445749922307306,Trust,,http://www.ocesd.org
4615150000000,629130,Butte,Oroville Union High,2211 Washington Avenue,Oroville,95966-5440,CA,www.ouhsd.org,56,High School District,39.509368,-121.54714,6/23/2015,2354,152,253,1729,66,,,Yes,,http://www.ouhsd.org
4615230000000,629540,Butte,Palermo Union Elementary,7390 Bulldog Way,Palermo,95968-9700,CA,www.palermoschools.org,52,Elementary School District,39.435403,-121.54617,6/23/2015,1301,189,131,1044,69,,,Yes,,http://www.palermoschools.org
4615310000000,629820,Butte,Paradise Unified,6696 Clark Rd,Paradise,95969-2834,CA,www.pusdk12.org,54,Unified School District,39.778742,-121.58995,7/1/2015,4260,59,579,2597,54,,,Yes,,http://www.pusdk12.org
4615490000000,639180,Butte,Thermalito Union,400 Grand Avenue,Oroville,95965-4007,CA,www.thermalito.org,52,Elementary School District,39.519172,-121.57431,6/23/2015,1359,268,125,1199,29,,,Yes,,http://www.thermalito.org
4733790000000,630520,Butte,Pioneer Union Elementary,286 Rockerfeller Road,Berry Creek,95916-9724,CA,http://pioneer.bcoe.butte.k12.ca.us,52,Elementary School District,39.625505,-121.37292,12/18/2015,‡,0,7,‡,66,,,Manual,,http://www.puesd.net/site/default.aspx?PageID=1
4746820000000,600090,Butte,Butte County ROP,"2491 Carmichael Drive, Suite 500",Chico,95928,CA,,98,Regional Occupation Center/Program (ROC/P),39.715532,-121.80438,1/30/2016,‡,–,–,‡,63,,,Yes,,https://rop.bcoe.org/
4755070000000,600051,Butte,Gridley Unified,429 Magnolia Street,Gridley,95948-2533,CA,www.gusd.org,54,Unified School District,39.363133,-121.6911,6/23/2015,2065,418,202,1510,73,,,Yes,,http://www.gusd.org/site/default.aspx?PageID=1
5100580000000,691003,Calaveras,Calaveras County Office of Education,185 South Main Street,Angels Camp,95221-0760,CA,www.ccoe.k12.ca.us,0,County Office of Education (COE),38.078894,-120.55324,7/2/2013,571,1,162,325,72,https://twitter.com/CCOEJobs,https://www.facebook.com/pages/Mountain-Oaks-School/184153094932314,Trust,CCOEJobs?,http://www.ccoe.k12.ca.us/site/default.aspx?PageID=1
5615560000000,605940,Calaveras,Bret Harte Union High,323 South Main Street,Angels Camp,95221,CA,http://bhuhsd-ca.schoolloop.com/,56,High School District,38.078506,-120.55249,6/23/2015,724,9,93,279,59,,http://www.facebook.com/pages/Bret-Harte-Union-High-School-District/146354908780952,Trust,,http://bhuhsd-ca.schoolloop.com/
5615640000000,606870,Calaveras,Calaveras Unified,3304 B Highway 12,San Andreas,95249-0788,CA,www.calaveras.k12.ca.us,54,Unified School District,38.2076,-120.767,7/2/2013,3134,42,411,1585,68,,,Yes,,http://www.calaveras.k12.ca.us
5615720000000,623970,Calaveras,Mark Twain Union Elementary,981 Tuolumne Avenue,Angels Camp,95222-1359,CA,www.mtwain.k12.ca.us,52,Elementary School District,38.074556,-120.5543,6/23/2015,823,51,108,470,72,,,Yes,,http://www.mtwain.k12.ca.us/site/default.aspx?PageID=1
5615800000000,640680,Calaveras,Vallecito Union,4545 B Moran Road,Avery,95224,CA,http://vallecito-ca.schoolloop.com,52,Elementary School District,38.201889,-120.36548,10/10/2015,581,30,79,217,65,,,Yes,,http://vallecito-ca.schoolloop.com
6100660000000,691004,Colusa,Colusa County Office of Education,345 5th Street,Colusa,95932-2445,CA,www.ccoe.net,0,County Office of Education (COE),39.212442,-122.0083,6/25/2015,‡,5,10,‡,44,https://twitter.com/ColusaCOE,https://www.facebook.com/colusacoe,Trust,,http://www.ccoe.net
6615980000000,609570,Colusa,Colusa Unified,745 10th Street,Colusa,95932-2220,CA,www.colusa.k12.ca.us,54,Unified School District,39.210697,-122.01659,10/10/2015,1450,444,0,942,63,,,Yes,,http://www.colusa.k12.ca.us
6616060000000,624150,Colusa,Maxwell Unified,515 Oak Street,Maxwell,95955-0788,CA,www.maxwell.k12.ca.us,54,Unified School District,39.2762,-122.20354,10/9/2015,333,87,0,219,48,,,Yes,,http://www.maxwell.k12.ca.us
6616140000000,630360,Colusa,Pierce Joint Unified,540 A Sixth Street,Arbuckle,95912,CA,www.pierce.k12.ca.us,54,Unified School District,39.016,-122.0577,3/24/2015,1393,454,0,973,30,,,Yes,,http://www.pierce.k12.ca.us
6616220000000,642540,Colusa,Williams Unified,260 11th Street,Williams,95987-0007,CA,www.williamsusd.net,54,Unified School District,39.15503,-122.15658,7/10/2014,1328,683,0,1013,61,,,Yes,,http://www.williamsusd.net
7100740000000,691005,Contra Costa,Contra Costa County Office of Education,77 Santa Barbara Road,Pleasant Hill,94523-4201,CA,www.cocoschools.org,0,County Office of Education (COE),37.935382,-122.06991,6/23/2015,3511,340,578,1141,73,https://twitter.com/CoCoSchools,,Manual,,http://www.cccoe.k12.ca.us/
7616300000000,601650,Contra Costa,Acalanes Union High,1212 Pleasant Hill Road,Lafayette,94549-2623,CA,www.acalanes.k12.ca.us,56,High School District,37.905816,-122.0998,6/23/2015,5314,113,566,264,60,http://twitter.com/LasLomasHS,,Trust,,http://www.acalanes.k12.ca.us/site/default.aspx?PageID=1
7616480000000,602850,Contra Costa,Antioch Unified,510 G Street,Antioch,94509-1259,CA,www.antioch.k12.ca.us,54,Unified School District,38.014398,-121.81376,12/4/2015,18497,3247,2330,11376,63,,https://www.facebook.com/ausd.k12/,Trust,,http://www.antioch.k12.ca.us
7616550000000,605910,Contra Costa,Brentwood Union Elementary,255 Guthrie Lane,Brentwood,94513-1610,CA,www.brentwood.k12.ca.us,52,Elementary School District,37.922123,-121.68269,6/23/2015,8462,1115,1147,2283,56,https://twitter.com/deatonbusd,https://www.facebook.com/brentwoodunionschooldistrict,Trust,,http://www.brentwood.k12.ca.us
7616630000000,606750,Contra Costa,Byron Union Elementary,14301 Byron Highway,Byron,94514-2515,CA,www.byronunionschooldistrict.us,52,Elementary School District,37.878893,-121.64149,6/23/2015,1617,104,163,427,68,,,Yes,,http://www.byronunionschooldistrict.us
7616710000000,607350,Contra Costa,Canyon Elementary,187 Pinehurst Road PO Box 187,Canyon,94516-0187,CA,www.canyon.k12.ca.us,52,Elementary School District,37.830425,-122.16623,8/28/2013,72,0,0,7,53,,,Yes,,http://canyon.k12.ca.us/
7616970000000,618990,Contra Costa,John Swett Unified,400 Parker Avenue,Rodeo,94572-1400,CA,www.jsusd.org,54,Unified School District,38.032612,-122.26702,6/23/2015,1677,240,230,1103,1,,,Yes,,http://www.jsusd.org
7617050000000,620040,Contra Costa,Knightsen Elementary,1923 Delta Road,Knightsen,94548-0265,CA,www.knightsen.k12.ca.us,52,Elementary School District,37.968769,-121.66169,6/23/2015,481,77,91,216,60,,,Yes,,http://www.knightsen.k12.ca.us
7617130000000,620310,Contra Costa,Lafayette Elementary,3477 School Street,Lafayette,94549-1029,CA,www.lafsd.k12.ca.us,52,Elementary School District,37.887517,-122.11411,11/7/2013,3467,92,380,99,60,,,Yes,,http://www.lafsd.k12.ca.us
7617210000000,621600,Contra Costa,Liberty Union High,20 Oak Street,Brentwood,94513-1379,CA,www.libertyuhsd.k12.ca.us,56,High School District,37.93495,-121.6887,6/23/2015,7902,522,1017,2220,67,,,Yes,,http://libertyunion.schoolwires.net/site/default.aspx?PageID=1
7617390000000,624030,Contra Costa,Martinez Unified,921 Susana Street,Martinez,94553-1848,CA,www.martinez.k12.ca.us,54,Unified School District,38.014885,-122.1318,6/23/2015,4132,364,423,988,35,https://twitter.com/MartinezUnified,https://www.facebook.com/Martinez-Unified-School-District-113277902038912/,Manual,,http://www.martinezusd.net/
7617470000000,625740,Contra Costa,Moraga Elementary,1540 School Street,Moraga,94556-0158,CA,http://district.moraga.k12.ca.us,52,Elementary School District,37.83465,-122.13109,6/23/2015,1845,35,177,20,67,https://twitter.com/BKBurns10,,Trust,,http://district.moraga.k12.ca.us
7617540000000,626370,Contra Costa,Mt. Diablo Unified,1936 Carlotta Drive,Concord,94519-1397,CA,www.mdusd.org,54,Unified School District,37.987477,-122.00607,6/23/2015,31756,7385,3654,14487,40,https://twitter.com/MtDiabloUSD,https://www.facebook.com/MDUSDnews,Trust,,http://www.mdusd.org
7617620000000,628080,Contra Costa,Oakley Union Elementary,91 Mercedes Lane,Oakley,94561-4617,CA,www.ouesd.k12.ca.us,52,Elementary School District,37.981486,-121.71628,8/4/2015,4866,754,771,2341,63,,,Yes,,http://www.ouesd.k12.ca.us
7617700000000,628860,Contra Costa,Orinda Union Elementary,8 Altarinda Road,Orinda,94563-2603,CA,www.orindaschools.org,52,Elementary School District,37.882694,-122.18306,8/7/2014,2482,23,226,3,55,,,Yes,,http://www.orindaschools.org
7617880000000,630600,Contra Costa,Pittsburg Unified,2000 Railroad Avenue,Pittsburg,94565-3830,CA,www.pittsburg.k12.ca.us,54,Unified School District,38.020229,-121.8882,6/23/2015,10741,3572,1052,9069,70,https://twitter.com/PittsburgUSD,https://www.facebook.com/pages/Pittsburg-Adult-Education-Center/118147904923829,Trust,,http://www.pittsburg.k12.ca.us/site/default.aspx?PageID=1
7617960000000,632550,Contra Costa,West Contra Costa Unified,1108 Bissell Avenue,Richmond,94801-3135,CA,www.wccusd.net,54,Unified School District,37.934063,-122.35848,6/23/2015,30615,10672,4017,21519,68,https://twitter.com/WCCUSD,https://www.facebook.com/WestContraCostaSchools,Trust,,http://www.wccusd.net/site/default.aspx?PageID=1
7618040000000,635130,Contra Costa,San Ramon Valley Unified,699 Old Orchard Drive,Danville,94526-4331,CA,www.srvusd.net,54,Unified School District,37.812241,-121.97705,6/23/2015,31383,1690,2349,1307,48,https://twitter.com/SRVUSD1,http://www.facebook.com/srvusd,Trust,,http://www.srvusd.net
7618120000000,641250,Contra Costa,Walnut Creek Elementary,960 Ygnacio Valley Road,Walnut Creek,94596-3826,CA,www.walnutcreeksd.org,52,Elementary School District,37.90801,-122.05564,6/23/2015,3554,368,404,373,72,,,Yes,,http://www.walnutcreeksd.org/site/default.aspx?PageID=1
7743440000000,600092,Contra Costa,Contra Costa County ROP,77 Santa Barbara Road,Pleasant Hill,94523,CA,,98,Regional Occupation Center/Program (ROC/P),37.935012,-122.06968,1/29/2016,‡,–,–,‡,#N/A,https://twitter.com/CoCoSchools,,Manual,,http://www.cccoe.k12.ca.us/stsvcs/rop.html
8100820000000,691063,Del Norte,Del Norte County Office of Education,301 West Washington Boulevard,Crescent City,95531-8340,CA,www.delnorte.k12.ca.us,0,County Office of Education (COE),41.772734,-124.20591,8/27/2015,‡,12,0,‡,71,,https://www.facebook.com/pages/Del-Norte-County-Unified-School-District/148445035186670,Verified,,http://www.delnorte.k12.ca.us
8618200000000,610770,Del Norte,Del Norte County Unified,301 West Washington Boulevard,Crescent City,95531-8340,CA,www.delnorte.k12.ca.us,54,Unified School District,41.772734,-124.20591,8/27/2015,3591,358,602,2375,71,,https://www.facebook.com/pages/Del-Norte-County-Unified-School-District/148445035186670,Verified,,http://www.delnorte.k12.ca.us
8743510000000,600093,Del Norte,Del Norte County ROP,301 West Washington Boulevard,Crescent City,95531,CA,,98,Regional Occupation Center/Program (ROC/P),41.772734,-124.20591,11/18/2015,‡,–,–,‡,#N/A,,,Dup,,http://www.delnorte.k12.ca.us/
9100900000000,691006,El Dorado,El Dorado County Office of Education,6767 Green Valley Road,Placerville,95667-8984,CA,www.edcoe.org,0,County Office of Education (COE),38.72032,-120.86639,1/7/2016,946,53,959,372,62,https://twitter.com/ElDoradoCOE,https://www.facebook.com/eldoradocoe,Trust,,http://edcoe.org/
9618380000000,606270,El Dorado,Buckeye Union Elementary,1665 Blackstone Parkway,El Dorado Hills,95762-9570,CA,www.buckeyeusd.org,52,Elementary School District,38.625877,-121.04826,6/23/2015,5078,185,385,699,63,,https://www.facebook.com/Buckeye-Union-School-District-331465503585488/,Manual,,http://www.buckeyeusd.org
9618460000000,607170,El Dorado,Camino Union Elementary,3060 Snows Road,Camino,95709-9578,CA,www.caminoschool.org,52,Elementary School District,38.734611,-120.67882,6/23/2015,544,95,24,253,57,,,Yes,,http://www.caminoschool.org
9618530000000,612070,El Dorado,El Dorado Union High,4675 Missouri Flat Road,Placerville,95667-6816,CA,www.eduhsd.k12.ca.us,56,High School District,38.694651,-120.82379,6/23/2015,6836,54,646,1351,74,,http://www.facebook.com/eduhsdworkability,Trust,,http://www.eduhsd.k12.ca.us
9618790000000,615390,El Dorado,Gold Oak Union Elementary,3171 Pleasant Valley Road,Placerville,95667-7836,CA,www.gousd.org,52,Elementary School District,38.692386,-120.71838,12/18/2015,463,7,23,190,65,,,Yes,,http://www.gousd.org
9618870000000,615450,El Dorado,Gold Trail Union Elementary,1575 Old Ranch Road,Placerville,95667-8929,CA,www.gtusd.org,52,Elementary School District,38.770686,-120.92795,6/23/2015,601,11,40,160,39,,https://www.facebook.com/GTUSDPTO?fref=ts,Trust,,http://www.gtusd.org
9618950000000,618240,El Dorado,Indian Diggings Elementary,6020 Omo Ranch Road,Somerset,95684-9209,CA,www.indiandiggingsschool.com,52,Elementary School District,38.581663,-120.57737,10/9/2015,18,0,0,4,36,,,Yes,,http://www.indiandiggingsschool.com
9619030000000,620640,El Dorado,Lake Tahoe Unified,1021 Al Tahoe Boulevard,South Lake Tahoe,96150-4426,CA,www.ltusd.org,54,Unified School District,38.934432,-119.97607,6/23/2015,3855,1151,489,2329,41,https://twitter.com/ltusdedu,,Trust,,http://www.ltusd.org
9619110000000,621180,El Dorado,Latrobe,7900 South Shingle Road,Shingle Springs,95682-8026,CA,www.latrobeschool.com,52,Elementary School District,38.55537,-120.99051,7/24/2014,130,1,8,3,63,,,Yes,,http://www.latrobeschool.com
9619290000000,625980,El Dorado,Mother Lode Union Elementary,3783 Forni Road,Placerville,95667-6207,CA,www.mlusd.net,52,Elementary School District,38.708332,-120.83076,6/23/2015,1101,190,97,569,62,,,Yes,,http://www.mlusd.net
9619450000000,630480,El Dorado,Pioneer Union Elementary,6862 Mount Aukum Road,Somerset,95684-0008,CA,http://pioneerusd.org,52,Elementary School District,38.60527,-120.71193,12/18/2015,327,13,50,195,67,,https://www.facebook.com/Pioneer-Union-School-District-361974717328628/,Manual,,http://www.pioneerusd.org/
9619520000000,630780,El Dorado,Placerville Union Elementary,1032 Thompson Way,Placerville,95667-5713,CA,www.pusd.k12.ca.us,52,Elementary School District,38.728522,-120.79343,6/23/2015,1257,170,80,659,70,,,Yes,,http://www.pusdk8.us/site/default.aspx?PageID=1
9619600000000,631290,El Dorado,Pollock Pines Elementary,2701 Amber Trail,Pollock Pines,95726-9608,CA,www.ppesd.org,52,Elementary School District,38.746541,-120.57773,6/23/2015,711,23,100,356,68,,,Yes,,http://www.ppesd.org
9619780000000,632310,El Dorado,Rescue Union Elementary,2390 Bass Lake Road,Rescue,95672-9608,CA,www.rescueusd.org,52,Elementary School District,38.694692,-121.00831,6/23/2015,3768,117,213,511,73,https://twitter.com/RescueUnion,https://www.facebook.com/RescueUnionSchoolDistrict,Manual,,http://www.rescueusd.org
9619860000000,636810,El Dorado,Silver Fork Elementary,2701 Amber Trail,Pollock Pines,95726-9266,CA,www.edcoe.org/districts/sfsd.html,52,Elementary School District,38.746541,-120.57773,7/2/2013,14,0,1,10,#N/A,,,Yes,,http://edcoe.org/districts/sfsd.html
9737830000000,605240,El Dorado,Black Oak Mine Unified,6540 Wentworth Springs Road,Georgetown,95634-9001,CA,www.bomusd.org,54,Unified School District,38.912124,-120.83039,6/23/2015,1357,6,166,584,53,,https://www.facebook.com/Blackoakmine,Verified,,http://www.bomusd.org
9743770000000,600096,El Dorado,Central Sierra ROP,337 Placerville Drive,Placerville Dr.,95667,CA,,98,Regional Occupation Center/Program (ROC/P),38.731098,-120.83461,7/2/2013,‡,–,–,‡,#N/A,https://twitter.com/ElDoradoCOE,https://www.facebook.com/eldoradocoe,Manual,,http://edcoe.org/educational-services/support-services/central-sierra-rop
10101080000000,691007,Fresno,Fresno County Office of Education,1111 Van Ness Avenue,Fresno,93721-2002,CA,www.fcoe.org,0,County Office of Education (COE),36.735686,-119.79037,6/23/2015,2313,454,1224,2008,72,,,Yes,,http://www.fcoe.org
10619940000000,602370,Fresno,Alvina Elementary,295 West Saginaw Avenue,Caruthers,93609-9710,CA,,52,Elementary School District,36.554513,-119.79619,7/2/2013,175,43,0,142,850,,,Yes,,http://www.edline.net/pages/Alvina_Elementary_Charter
10620260000000,604860,Fresno,Big Creek Elementary,55190 Point Road,Big Creek,93605-0098,CA,www.bigcreekschool.com,52,Elementary School District,37.2041,-119.2484,8/5/2014,65,2,6,17,65,,,Yes,,http://www.bigcreekschool.com
